area,name,tel,address,hp,type,hours,closed_days,comment,other,map,source_association,website
niigata,三木ダンススタジオ,025-265-5891,〒950-2003　新潟県新潟市西区東青山1丁目5-19,,社交ダンス教室,,,,,,Let's dance,
tokyo,フジイヒロシダンスダンス教室,0422-40-5563,〒180-0003　東京都武蔵野市吉祥寺南町2丁目8-7,,社交ダンス教室,,,,,,Let's dance,
niigata,阿部ダンススクール,0256-57-1170,〒959-1371　新潟県加茂市穀町1-5　山本ビル3F,,社交ダンス教室,,,,,,Let's dance,
shizuoka,大石ダンススクール 三島校,055-971-2351,静岡県三島市中央町3-45せきやビル2F,,社交ダンス教室,,,,,,JBDF,
niigata,ダンススペース,025-837-7871,新潟県長岡市本町2-2-4ＮＢＣビル3Ｆ,,社交ダンス教室,,,,,,JBDF,
kagawa,ダンススタジオF・エフ,087-834-3166,〒760-0062　香川県高松市塩上町1丁目4-7-2F,,社交ダンス教室,,,,,,Let's dance,
kagawa,K&Fダンススタジオ,087-834-1558,〒760-0068　香川県高松市松島町2丁目5-8-3F,,社交ダンス教室,,,,,,Let's dance,
saitama,ブラックプール,048-641-6622,〒330-0845　埼玉県さいたま市大宮区仲町3丁目30,,社交ダンス教室/ホール,,,,,,Let's dance,
fukuoka,峯ダンスギャラリー,0947-26-3325,〒822-1303　福岡県田川郡糸田町桃山3960-11,,社交ダンス教室,,,,,,Let's dance,
saitama,菊水ダンストレーニングセンター,048-648-6601,〒330-0841　埼玉県さいたま市大宮区東町1-218,,ホール/練習場,,,,,,Let's dance,
gifu,長良ダンススクール,058-294-8299,〒500-8227　岐阜県岐阜市北一色9-5小林ビル2F,,社交ダンス教室,,,JAZZ・K-pop,不可,,Let's dance,
ishikawa,竹内ダンススクール,076-268-3322,〒920-0348 石川県金沢市松村1-294,,社交ダンス教室,,,,,,JDC,
chiba,ハセガワダンススクール,0475-32-2351,〒299-4333　千葉県長生郡長生村七井土1498-1,,社交ダンス教室,,,,,,Let's dance,
osaka,南森町ダンススタジオ,06-6357-5999,〒530-0041　大阪府大阪市北区天神橋1-19-15,,社交ダンス教室,,,,,,Let's dance,
ibaraki,J’sアカデミー,029-276-0536,〒312-0041　茨城県ひたちなか市西大島3丁目7-6,,社交ダンス教室,,,,,,Let's dance,
kochi,堀ダンス教室,088-845-7722,〒780-0813 高知県高知市青柳町24-3,,社交ダンス教室,,,,,,JDC,
kochi,ダンススクール スカイ,088-843-6560,〒780-0949 高知県高知市鳥越24-18,,社交ダンス教室,,,,,,JDC,
osaka,梅谷ダンスワールド,0725-21-8054,〒595-0017 大阪府泉大津市池園町5-9,,社交ダンス教室,,,,,,JDC,
akita,カルチャースタジオJUN,018-873-6512,秋田県南秋田郡天王町天王追分西106-1,,社交ダンス教室,,,,,,JBDF,
fukushima,マドリガル･ダンススクール,0246-22-2500,福島県いわき市平字南町58草野ビル3Ｆ,,社交ダンス教室,,,JBDF,,,JBDF,
fukushima,森ダンススクール,0246-43-2002,福島県いわき市常磐下船尾町古内42-2,,社交ダンス教室,,,JBDF,,,JBDF,
ibaraki,ダンススタジオセルーリア勝田,029-274-8834,〒312-0062　茨城県ひたちなか市高場2620-4,,社交ダンス教室,,,,,,Let's dance,
hokkaido,ダンスカルチャー杉原,0123-29-7080,北海道千歳市北栄1丁目26番地9号1階,,社交ダンス教室,,,JBDF,,,JBDF,
ibaraki,ダンススタジオD2,029-273-5204,〒312-0021　茨城県ひたちなか市三反田332-5,,社交ダンス教室,,,,,,Let's dance,
ibaraki,シミズヤスユキダンススタジオ,029-353-3381,〒312-0033　茨城県ひたちなか市市毛975-15,,社交ダンス教室,,,,,,Let's dance,
kagawa,レッツダンス ヒラタ,087-861-6282,〒760-0053　香川県高松市田町9-9　平ビル1F,,社交ダンス教室,,,,,,Let's dance,
saga,シンカワ・ダンススタジオ唐津校,0955-74-0706,〒847-0063　佐賀県唐津市東町8-16Sビル2F,,社交ダンス教室,,,,,,Let's dance,
saitama,大宮ダンス教室,048-642-0053,〒330-0802　埼玉県さいたま市大宮区宮町5-21,,社交ダンス教室,,,,,,Let's dance,
saitama,ヘインレイツ大宮店,048-645-7225,〒330-0845　埼玉県さいたま市大宮区仲町2-71,,ショップ,,,,,,Let's dance,
saitama,フクシマダンススクール東松山教室,0493-24-0395,〒355-0028　埼玉県東松山市箭弓町2丁目7-49,,社交ダンス教室,,,,,,Let's dance,
saitama,シーダンススクール,0493-74-0724,〒355-0311　埼玉県比企郡小川町高谷2482-5,,社交ダンス教室,,,,,,Let's dance,
chiba,スワンダンス研究所,043-253-7827,〒260-0045　千葉県千葉市中央区弁天1-22-9,,社交ダンス教室,,,,,,Let's dance,
saitama,ダンススタジオKATSUMI,048-575-4051,〒366-0051　埼玉県深谷市上柴町東2丁目3-32,,社交ダンス教室,,,,,,Let's dance,
tokushima,ダンススタジオノダ,088-678-8587,〒772-0035　徳島県鳴門市大津町矢倉六ノ越5-8,,社交ダンス教室,,,,,,Let's dance,
tokushima,橋本ダンススタジオ鳴門校,088-683-6758,〒772-0051　徳島県鳴門市鳴門町高島字竹島3-5,,社交ダンス教室/練習場,,,,,,Let's dance,
tokushima,ワルツダンススタジオ,0885-2-1427,〒773-0005　徳島県小松島市南小松島町10-13,,社交ダンス教室/ショップ,,,,,,Let's dance,
tokushima,DanceDojoTakikura,088-679-7969,〒779-3118　徳島県徳島市国府町井戸堂ノ裏8-1,,社交ダンス教室,,,,,,Let's dance,
kochi,ワールドダンススタジアム,0880-34-5908,〒787-0033　高知県四万十市中村大橋通4丁目75,,社交ダンス教室,,,,,,Let's dance,
chiba,エヌティホール,043-295-8485,〒267-0055　千葉県千葉市緑区越智町1701-4,,練習場,,,,,,Let's dance,
chiba,スタジオダンシング,043-284-1681,〒264-0026　千葉県千葉市若葉区西都賀3-1-1,,社交ダンス教室/練習場,,,,,,Let's dance,
toyama,ダンススクール・エガミ,076-421-1861,〒939-8093　富山県富山市大泉東町1丁目8-18,,社交ダンス教室,,,,,,Let's dance,
niigata,川村ダンススタジオ,0254-53-7041,〒959-3403　新潟県村上市上助渕1090-151,,社交ダンス教室,,,,,,Let's dance,
tokyo,さくらホール,042-385-6160,〒184-0014　東京都小金井市貫井南町1-5-22,,練習場,,,,,,Let's dance,
kanagawa,KSCダンススタジオ,044-433-5173,〒211-0024　神奈川県川崎市中原区西加瀬18-6,,社交ダンス教室,,,,,,Let's dance,
niigata,矢口ダンスアートアカデミー,025-757-8172,〒948-0056　新潟県十日町市高田町6-547-2,,社交ダンス教室,,,,,,Let's dance,
fukushima,浪江スターダンス教室,0240-34-2763,福島県双葉郡浪江町権現堂字広町71-1,,社交ダンス教室,,,JBDF,,,JBDF,
yamaguchi,S&Yナカムラダンススタジオ,083-250-7935,〒751-0875　山口県下関市秋根本町2丁目7-11,,社交ダンス教室,,,,,,Let's dance,
hyogo,ダンススタジオK2,079-276-6371,〒671-1574　兵庫県揖保郡太子町松ケ下160-1,,社交ダンス教室,,,,,,Let's dance,
okinawa,アカミネダンススタジオ,098-894-5400,〒902-0074　沖縄県那覇市仲井真356-1-3F,,社交ダンス教室/ホール,,,,,,Let's dance,
okinawa,はま子ダンスレッスンルーム,098-944-7220,〒903-0117　沖縄県中頭郡西原町翁長592-4A,,社交ダンス教室,,,,,,Let's dance,
kanagawa,浅丘ダンス教室,0465-32-3236,〒250-0002　神奈川県小田原市寿町3-11-17,,社交ダンス教室,,,,,,Let's dance,
okinawa,ダンスクラブ月世界,098-888-0293,〒901-1114　沖縄県島尻郡南風原町神里254-1,,ホール/練習場,,,,,,Let's dance,
shizuoka,ダンススクール・ハヤシ浜松校,053-479-0005,静岡県浜松市中区曳馬1-7-13-1F,,社交ダンス教室,,,,,,JBDF,
shizuoka,ダンススタジオＴＳＵＫＩＪＩ,054-622-3157,静岡県志太郡大井川町上小杉1031-1,,社交ダンス教室,,,,,,JBDF,
kanagawa,ベラーダ多目的ホール,0465-24-0200,〒250-0005　神奈川県小田原市中町3-15-23,,練習場,,,,,,Let's dance,
kanagawa,ダンススタジオプロムナード,046-263-5346,〒242-0017　神奈川県大和市大和東2丁目7-34,,社交ダンス教室,,,,,,Let's dance,
kanagawa,ダンス・スタジオ浜見台,046-865-6650,〒237-0077　神奈川県横須賀市浜見台2-13-4,,社交ダンス教室,,,,,,Let's dance,
kanagawa,ダンスフレンド夢,046-256-1354,〒228-0005　神奈川県座間市さがみ野2-7-24,,ホール/練習場,,,,,,Let's dance,
chiba,ダンス練習場ゴリラ,047-332-7811,〒272-0021　千葉県市川市八幡2-13-6-2F,,ホール/練習場,,,,,,Let's dance,
chiba,トクモトダンススタジオ,0479-24-3466,〒288-0832　千葉県銚子市松岸見晴台2736-5,,社交ダンス教室,,,,,,Let's dance,
aichi,ブリジャ・ザ・スタジオ,052-242-1552,〒460-0007　愛知県名古屋市中区新栄2丁目2-1,,社交ダンス教室,,,,,,Let's dance,
tochigi,ダンススタジオ・モリグチ,0282-82-8852,〒321-0217　栃木県下都賀郡壬生町至宝3-8-6,,社交ダンス教室,,,,,,Let's dance,
osaka,フリーウェイ・ダンススタジオ,06-6532-0048,〒550-0014　大阪府大阪市西区北堀江3-6-19,,社交ダンス教室/練習場,,,,,,Let's dance,
osaka,メモリーダンススクール,072-438-0030,〒596-0825　大阪府岸和田市土生町2-27-28,,社交ダンス教室,,,,,,Let's dance,
tochigi,別符ダンスアカデミー足利教室,0284-41-7637,〒326-0006　栃木県足利市利保町2丁目11-13,,社交ダンス教室,,,,,,Let's dance,
tochigi,元木ダンススクール,0285-27-8973,〒323-0829　栃木県小山市東城南4丁目22-11,,社交ダンス教室,,,,,,Let's dance,
chiba,ワタナベダンススタジオ,043-312-2977,〒260-0824　千葉県千葉市中央区浜野町851-2,,社交ダンス教室,,,,,,Let's dance,
chiba,ダンススクールジャイブ,0436-23-1275,〒290-0057　千葉県市原市五井金杉1丁目41-2,,社交ダンス教室,,,,,,Let's dance,
aichi,ダンススクール・アートスペース,0566-62-5520,〒448-0013　愛知県刈谷市恩田町1丁目152-1,,社交ダンス教室,,,,,,Let's dance,
okinawa,スタジオキキス,098-898-5452,〒901-2213　沖縄県宜野湾市志真志4丁目30-5,,社交ダンス教室,,,,,,Let's dance,
osaka,セオダンススタジオ,072-233-3924,〒590-0005　大阪府堺市堺区南清水町3-2-13,,社交ダンス教室,,,,,,Let's dance,
gunma,T&K山木ダンス教室,027-371-2126,〒370-3105　群馬県高崎市箕郷町西明屋397-2,,社交ダンス教室,,,,,,Let's dance,
gunma,ダンス・アルテS&K,027-371-0156,〒370-3106　群馬県高崎市箕郷町東明屋375-1,,社交ダンス教室,,,,,,Let's dance,
mie,ヒサムラダンススクール 津教室,0592-25-2733,三重県津市本町29-17　西村ビル3Ｆ,,社交ダンス教室,,,,,,JBDF,
gunma,ダンススクールJunko,027-323-5001,〒370-0861　群馬県高崎市八千代町1丁目14-8,,社交ダンス教室,,,,,,Let's dance,
gunma,HLY高崎Danceスタジオ,080-6553-1000,〒370-3101　群馬県高崎市箕郷町柏木沢189-8,,社交ダンス教室,,,,,,Let's dance,
chiba,ダンスカフェ ゴードン,047-473-3233,〒275-0011　千葉県習志野市大久保3-11-19,,ダンスパブ,,,,,,Let's dance,
yamagata,アベダンススタジオ,0237-72-7087,山形県西村山郡河北町谷地字東482-1,,社交ダンス教室,,,,,,JBDF,
aichi,舞道場 DSS ダンススポーツ SOKO,052-880-4925,〒463-0044　愛知県名古屋市守山区太田井6-45,,社交ダンス教室,,,,,,Let's dance,
tokyo,ダンスパブ モーゼル,03-3485-0075,〒153-0041　東京都目黒区駒場1-28-1 1F,,ダンスパブ,,,,,,Let's dance,
toyama,古野ダンス教室,076-444-7053,〒930-0813　富山県富山市下赤江町1-11-20,,社交ダンス教室,,,,,,Let's dance,
osaka,大西社交ダンス教室,072-452-1726,〒590-0412　大阪府泉南郡熊取町紺屋1-6-15,,社交ダンス教室,,,,,,Let's dance,
osaka,社交ダンスホールベーシック Basic,06-6608-2002,〒558-0014　大阪府大阪市住吉区我孫子3-1-8,,ダンスパブ,,,,,,Let's dance,
kanagawa,岡本英世ダンスアカデミー,0466-26-9555,〒251-0055　神奈川県藤沢市南藤沢5-1-201,,社交ダンス教室,,,,,,Let's dance,
kanagawa,白石ダンススタジオ45西鎌倉,0467-31-3434,〒248-0035　神奈川県鎌倉市西鎌倉1-20-61,,社交ダンス教室,,,,,,Let's dance,
shizuoka,長谷川ダンススクール,0559-75-4118,静岡県三島市本町14-27神戸ビル４Ｆ,,社交ダンス教室,,,,,,JBDF,
hokkaido,FKダンススタジオ,0138-52-6688,〒041-0841　北海道函館市日吉町3丁目44-12,,社交ダンス教室,,,,,,Let's dance,
kyoto,K-ダンスカンパニー,075-392-8895,京都府西京区桂南巽140 内海ビル2F,,社交ダンス教室,,,,,,JBDF,
kumamoto,ダンススクール・マベ,0968-78-3638,熊本県玉名郡長洲町大字長洲3066-1,,社交ダンス教室,,,,,,JBDF,
kanagawa,小浜ダンスプラザ平塚北口教室,0463-24-9811,〒254-0034　神奈川県平塚市宝町4-7宝ビル2F,,社交ダンス教室,,,,,,Let's dance,
osaka,京橋ダンススクール,06-6933-7288,〒536-0016　大阪府大阪市城東区蒲生1-8-17,,社交ダンス教室,,,,,,Let's dance,
osaka,橋本恭典ダンス教室,06-6924-0903,〒534-0011　大阪府大阪市都島区高倉町3-1-9,,社交ダンス教室,,,,,,Let's dance,
toyama,スパイラル,076-437-1731,〒931-8304　富山県富山市米田町2丁目12-64,,社交ダンス教室,,,,,,Let's dance,
tochigi,Ｍ'ｓダンスファクトリー,0285-24-7102,栃木県小山市粟宮1丁目1-29(1F),,社交ダンス教室,,,,,,JBDF,
kyoto,シイヤダンススクール祇園教室,075-541-3458,〒605-0073　京都府京都市東山区祇園町北側323,,社交ダンス教室,,,,,,Let's dance,
fukui,フロンティア福井,0776-50-2488,〒918-8015　福井県福井市花堂南2丁目18-10,,社交ダンス教室/練習場,,,,,,Let's dance,
yamanashi,Art Dance MIURA,0555-85-3545,〒401-0320　山梨県南都留郡鳴沢村8531-77,,社交ダンス教室,,,,,,Let's dance,
fukui,新生ダンス教室,0776-53-9702,〒910-0804　福井県福井市高木中央1丁目2910,,社交ダンス教室,,,,,,Let's dance,
aichi,初心ダンススクール,0565-24-1538,〒470-1205　愛知県豊田市永覚町上長根35-15,,社交ダンス教室,,,,,,Let's dance,
yamagata,功ソシアルダンスカンパニー,0234-42-3317,山形県東田川郡余目町余目字大塚79-5,,社交ダンス教室,,,,,,JBDF,
chiba,穴川インターダンス練習場,043-226-3122,〒264-0024　千葉県千葉市若葉区高品町441-7,,練習場,,,,,,Let's dance,
osaka,Dance Studio A&A,0725-46-3959,〒594-0071　大阪府和泉市府中町1丁目10-12,,社交ダンス教室/ホール/練習場,,,,,,Let's dance,
oita,ソシアルダンス大分,0978-53-5220,〒872-1101　大分県豊後高田市中真玉1792-1,,社交ダンス教室,,,,,,Let's dance,
miyazaki,阿井江,0985-51-4066,〒880-0951　宮崎県宮崎市大塚町弥堂ノ窪5551,,社交ダンス教室,,,,,,Let's dance,
oita,サとシダンススタジオ,0977-25-8224,〒874-0937　大分県別府市秋葉町7-24-209,,社交ダンス教室,,,,,,Let's dance,
hokkaido,音羽ダンス教室,0144-76-8087,〒053-0816　北海道苫小牧市日吉町1丁目5-28,,社交ダンス教室,,,,,,Let's dance,
hokkaido,大野ダンススクール,0123-33-0239,〒061-1444　北海道恵庭市京町70　友保ビル2F,,社交ダンス教室,,,,,,Let's dance,
hokkaido,ダンススクールムラヤマ,0133-75-9777,〒061-3204　北海道石狩市花川南四条1丁目311,,社交ダンス教室,,,,,,Let's dance,
hokkaido,ダンスステージNinomiya,0143-47-0105,〒050-0074　北海道室蘭市中島町2丁目17-15,,社交ダンス教室,,,,,,Let's dance,
hokkaido,青木ダンススクール,0144-36-3215,〒053-0044　北海道苫小牧市音羽町1-16-18,,社交ダンス教室/ジュニア,,,,,,Let's dance,
fukuoka,ダンススタジオCore,0942-46-4788,〒830-0037　福岡県久留米市諏訪野町5-2788,,社交ダンス教室,,,,,,Let's dance,
nara,館ソシアルダンススクール,0742-33-0338,〒631-0815　奈良県奈良市西大寺新町1丁目1-1,,社交ダンス教室,,,,,,Let's dance,
tochigi,ダンススタジオめるへん,0287-23-2344,〒324-0057　栃木県大田原市住吉町1丁目6-15,,社交ダンス教室,,,,,,Let's dance,
tochigi,大田原ダンススクール,0287-23-2344,〒324-0057　栃木県大田原市住吉町1丁目6-15,,社交ダンス教室,,,,,,Let's dance,
mie,瀬古ダンススクール,05979-3-0017,三重県南牟婁郡御浜町下市木3987-6,,社交ダンス教室,,,,,,JBDF,
ibaraki,ダンスブティックチャチャ,0298-879-8096,〒300-0331　茨城県稲敷郡阿見町阿見4844-5,,社交ダンス教室,,,,,,Let's dance,
tochigi,JUNダンス教室,0285-63-2450,〒321-3531　栃木県芳賀郡茂木町茂木1716-1,,社交ダンス教室,,,,,,Let's dance,
gunma,横堀ダンス教室,0270-26-7541,〒372-0001　群馬県伊勢崎市波志江町1491-1,,社交ダンス教室,,,,,,Let's dance,
gunma,ダンススタジオMORO,0270-25-9679,〒372-0812　群馬県伊勢崎市連取町1781-26,,社交ダンス教室/ジュニア,,,,,,Let's dance,
gunma,フジミダンススタジオ・ブレス,027-288-8271,〒371-0105　群馬県前橋市富士見町石井865-1,,社交ダンス教室,,,,,,Let's dance,
nagano,studio・Shiny,0721-63-3004,〒586-0077　大阪府河内長野市南花台4-9-12,,社交ダンス教室,,,,,,Let's dance,
osaka,UKダンスカンパニー,06-6354-5003,〒530-0035　大阪府大阪市北区同心2-13-17,,社交ダンス教室,,,,,,Let's dance,
osaka,Zig-Zag ジグザグ,06-6211-5200,〒542-0071　大阪府大阪市中央区道頓堀1-1-5,,社交ダンス教室,,,,,,Let's dance,
hiroshima,パレスダンスホール,082-221-0288,〒730-0004　広島県広島市中区東白島町19-91,,社交ダンス教室,,,,,,Let's dance,
wakayama,ラテン&社交ダンス塚原教室,0736-61-6388,〒649-6225　和歌山県岩出市船戸1110-153,,社交ダンス教室,,,,,,Let's dance,
yamanashi,スポーツダンススタジオ・イナヤマ,055-282-4699,〒400-0306　山梨県南アルプス市小笠原512-1,,社交ダンス教室,,,,,,Let's dance,
kyoto,新谷ダンス道場,075-771-1632,〒605-0037　京都府京都市東山区西町126-1F,,社交ダンス教室,,,,,,Let's dance,
gunma,スタジオリッチ,0277-53-5101,〒376-0011　群馬県桐生市相生町2丁目519-3,,社交ダンス教室,,,,,,Let's dance,
gunma,ダンス学園ウィーン,0277-52-8188,〒376-0013　群馬県桐生市広沢町4-2333-3,,社交ダンス教室,,,,,,Let's dance,
kyoto,ダンススタジオエレガン,0773-22-4192,〒620-0054　京都府福知山市末広町1-23-2F,,社交ダンス教室,,,,,,Let's dance,
kyoto,ダンススタジオドゥー,075-823-4187,〒604-8356　京都府京都市中京区四坊大宮町169,,社交ダンス教室,,,,,,Let's dance,
kyoto,ダンススタジオ川本,0774-31-6366,〒611-0001　京都府宇治市六地蔵35北村ビル3F,,社交ダンス教室,,,,,,Let's dance,
yamanashi,スポーツダンス・スタジオシャッセ,055-282-8002,〒400-0222　山梨県南アルプス市飯野4309-1,,社交ダンス教室,,,,,,Let's dance,
nagano,コヤマダンススタジオ,0265-76-2082,〒399-4511　長野県上伊那郡南箕輪村3155-7,,社交ダンス教室,,,,,,Let's dance,
nagano,フヤマダンススクール,0263-77-5466,〒399-8101　長野県安曇野市三郷明盛3009-1,,社交ダンス教室,,,,,,Let's dance,
kyoto,スタジオM,0774-63-6292,〒610-0357　京都府京田辺市山手東1-12-15,,社交ダンス教室,,,,,,Let's dance,
kyoto,ダンスカンパニーオノエ(ダンススタジオDo),075-823-4187,〒604-8356　京都府京都市中京区四坊大宮町169,,社交ダンス教室,,,,,,Let's dance,
hokkaido,アーサー・マレー佐賀ダンスセンター事務所,0166-85-7034,〒070-0038　北海道旭川市8条通17丁目86-9,,社交ダンス教室,,,,,,Let's dance,
hokkaido,ダンススクールドウ,0125-76-4637,〒073-1103　北海道樺戸郡新十津川町中央5-44,,社交ダンス教室,,,,,,Let's dance,
hokkaido,岡沢ダンススクール,0166-24-4822,〒070-0032　北海道旭川市2条通12丁目右10号,,社交ダンス教室,,,,,,Let's dance,
hokkaido,ウラタキダンスアカデー,0166-25-7611,〒070-0032　北海道旭川市2条通12丁目右10号,,社交ダンス教室,,,,,,Let's dance,
nagasaki,ダンススタジオK,095-825-4319,〒850-0046　長崎県長崎市幸町4‐2北野ビル4F,,社交ダンス教室,,,,,,Let's dance,
kumamoto,社交ダンスジョイ,096-371-6675,〒862-0970　熊本県熊本市渡鹿7丁目7-9-1F,,社交ダンス教室,,,,,,Let's dance,
kumamoto,ダンススタジオアレグリア,096-372-7318,〒862-0971　熊本県熊本市大江4丁目3-1-2F,,社交ダンス教室,,,,,,Let's dance,
hyogo,DANCE STAGE H・K,079-253-6477,兵庫県姫路市御国野町深志野1075-1,,社交ダンス教室,,,,,,JBDF,
nagasaki,駅前社交ダンス愛好会,0957-21-1835,〒854-0071　長崎県諫早市永昌東町8-30-1F,,社交ダンス教室,,,,,,Let's dance,
shizuoka,内山太郎ダンス・スクール,053-586-5953,〒434-0003　静岡県浜松市浜北区新原3592-3,,社交ダンス教室,,,,,,Let's dance,
shizuoka,ダンスホール 舞華,054-388-3080,〒421-3203　静岡県静岡市清水区蒲原5379-8,,社交ダンス教室,,,,,,Let's dance,
shizuoka,クマガイダンススクール,054-336-3690,〒424-0914　静岡県静岡市清水区港南町16-18,,社交ダンス教室,,,,,,Let's dance,
kagawa,澤ダンス,087-816-0607,〒760-0071　香川県高松市藤塚町2丁目10-23,,社交ダンス教室,,,,,,Let's dance,
fukuoka,ダンススタジオクワノ,0948-26-8387,〒820-0011　福岡県飯塚市柏の森516-2-2F,,社交ダンス教室,,,,,,Let's dance,
ehime,林武雄ダンススタジオ,0895-22-2118,〒798-0040　愛媛県宇和島市中央町1丁目8-15,,社交ダンス教室,,,,,,Let's dance,
fukuoka,ダンス教室8(エイト),092-271-3654,〒812-0018　福岡県福岡市博多区住吉3-14-6,,社交ダンス教室,,,,,,Let's dance,
fukuoka,見弓ダンススタジオin千早,092-672-4171,〒813-0036　福岡県福岡市東区若宮4丁目2-27,,社交ダンス教室,,,,,,Let's dance,
shizuoka,ダンスワールドパレス,0543-64-0491,〒424-0831　静岡県静岡市清水区入江1-14-8,,社交ダンス教室,,,,,,Let's dance,
shizuoka,ダンススタジオホリデーボール,054-346-4834,〒424-0873　静岡県静岡市清水区有東坂448-2,,社交ダンス教室,,,,,,Let's dance,
shizuoka,ダンスアカデミークボタ,054-278-3788,〒421-1215　静岡県静岡市葵区羽鳥1-17-18,,社交ダンス教室,,,,,,Let's dance,
shizuoka,ダンスファッション 舞華,054-388-3080,〒421-3203　静岡県静岡市清水区蒲原5379-8,,社交ダンス教室,,,,,,Let's dance,
kyoto,カヤマダンススタジオ,075-533-6956,〒605-0801　京都府京都市東山区宮川筋1-218,,社交ダンス教室,,,,,,Let's dance,
wakayama,橋度社交ダンス教室,0739-22-2820,〒646-0036　和歌山県田辺市上屋敷2丁目9-14,,社交ダンス教室,,,,,,Let's dance,
wakayama,康遊館,0739-26-3177,〒646-0015　和歌山県田辺市たきない町28-13,,社交ダンス教室,,,,,,Let's dance,
wakayama,ダンススタジオシャトー,0736-61-6388,〒649-6225　和歌山県岩出市船戸1110-153,,ホール/練習場,,,,,,Let's dance,
hyogo,神戸ダンススタジオ・森永,078-351-6781,〒650-0022　兵庫県神戸市中央区元町通4-1-2,,社交ダンス教室,,,,,,Let's dance,
gunma,前橋ダンススクール,027-223-6487,〒379-2154　群馬県前橋市天川大島町2-26-3,,社交ダンス教室,,,,,,Let's dance,
nagano,南信ダンススクール,0266-27-6218,〒394-0011　長野県岡谷市長地梨久保2-14-3,,社交ダンス教室,,,,,,Let's dance,
saitama,つきおかダンススクール,080-5173-7002,〒345-0822　埼玉県南埼玉郡宮代町笠原2-4-1,,社交ダンス教室,,,,,,Let's dance,
chiba,ダンススクールオクムラ,043-462-4433,〒285-0837　千葉県佐倉市王子台1丁目22-10,,社交ダンス教室,,,,,,Let's dance,
tokushima,ダンス空間エーデルワイス,088-623-1005,〒770-8056　徳島県徳島市問屋町58繊維卸団地内,,社交ダンス教室/練習場,,,,,,Let's dance,
shizuoka,ダンススタジオ舞夢,0557-22-0161,〒413-0304　静岡県賀茂郡東伊豆町白田328-1,,社交ダンス教室,,,,,,Let's dance,
shizuoka,舞ダンススクール,0550-84-1139,〒412-0026　静岡県御殿場市東田中1286-25,,社交ダンス教室,,,,,,Let's dance,
gifu,ダンスホール ワルツ,058-248-1870,〒501-6006　岐阜県羽島郡岐南町伏屋 2-9-1,,社交ダンス教室,,,休業？,不可,,Let's dance,
chiba,ダンスワーク,0438-36-1388,〒292-0815　千葉県木更津市大久保3丁目3-11,,社交ダンス教室,,,,,,Let's dance,
chiba,蘇我ダンシングクィーン,043-377-6837,〒260-0842　千葉県千葉市中央区南町2丁目2-8,,ダンスパブ,,,,,,Let's dance,
aichi,スミヤダンススタジオ,0568-76-0080,〒485-0037 愛知県小牧市小針1-43,,社交ダンス教室,,,,,,JDC,
ibaraki,ダンシングスタジオUENO,029-943-0093,〒315-0116 茨城県石岡市柿岡2005,,社交ダンス教室,,,,,,JDC,
chiba,ダンスファッション ホリ,04-7158-7050,〒270-0157　千葉県流山市平和台4-36-20,,ショップ,,,,,,Let's dance,
tokushima,ダンス・スタジオにし野,090-3786-2713,〒771-2304　徳島県三好市三野町芝生大字太刀野,,社交ダンス教室/ダンスパブ,,,,,,Let's dance,
tokushima,ダンス＆フィットネス Passion,070-6662-1194,徳島県板野郡藍住町矢上安任163-1,,社交ダンス教室,,,,,,JBDF,
iwate,フジダンススクール,0197-25-3968,岩手県奥州市水沢区太日通り1-7-4,,社交ダンス教室,,,,,,JBDF,
chiba,ダンス&シューズ アユザワ,047-472-0581,〒275-0011　千葉県習志野市大久保3-14-1,,ショップ,,,,,,Let's dance,
fukuoka,ダンスワールド高橋,093-202-5717,〒807-0001　福岡県遠賀郡水巻町猪熊1-7-2,,社交ダンス教室,,,,,,Let's dance,
ehime,TKダンススタジオ,089-932-3838,〒790-0003　愛媛県松山市三番町1丁目13-1,,社交ダンス教室,,,,,,Let's dance,
saitama,スイングホールあきがせ,048-471-8751,〒353-0003　埼玉県志木市下宗岡4-30-37,,ダンスパブ,,,,,,Let's dance,
ehime,長井健次スポーツダンスアカデミー,089-905-1188,〒790-0943　愛媛県松山市古川南1-20-32,,社交ダンス教室,,,,,,Let's dance,
saitama,ウィングダンススクール,048-723-3800,〒362-0807　埼玉県北足立郡伊奈町寿2-282,,社交ダンス教室,,,,,,Let's dance,
chiba,佐藤ダンス教室,0479-22-7658,〒288-0815　千葉県銚子市三崎町1-460-6,,社交ダンス教室,,,,,,Let's dance,
chiba,五香ダンススクール,047-385-5666,〒270-2213　千葉県松戸市五香5丁目43-14,,社交ダンス教室,,,,,,Let's dance,
saitama,YAMAZAKIダンス・ワールド,048-549-0735,〒369-0121　埼玉県鴻巣市吹上富士見1-8-1,,社交ダンス教室,,,,,,Let's dance,
saitama,スミ・ダンススクール,048-229-7274,〒333-0811　埼玉県川口市戸塚1丁目14-13,,社交ダンス教室,,,,,,Let's dance,
saitama,アントワープ・ダンスギャラリー,048-981-1133,〒342-0056　埼玉県吉川市平沼1丁目23-21,,社交ダンス教室/ホール,,,,,,Let's dance,
saitama,オリーブ,048-976-2934,〒343-0025　埼玉県越谷市大澤3丁目　20-2,,社交ダンス教室/ホール,,,,,,Let's dance,
